customer_id,recency,frequency,monetary,cluster,segment
C100627,84,8,529936.11,3,Loyal Customers
C100628,381,6,776034.01,2,New / Low Engagement
C100629,434,7,369850.18000000005,2,New / Low Engagement
C100630,160,6,895835.51,3,Loyal Customers
C100631,231,10,1265153.59,0,Champions
C100632,472,2,166245.43,2,New / Low Engagement
C100633,32,13,1362235.1500000001,0,Champions
C100634,65,4,423644.0,1,At Risk
C100635,460,8,512655.11,2,New / Low Engagement
C100636,287,8,671038.11,3,Loyal Customers
C100637,117,5,544378.96,1,At Risk
C100638,272,8,631921.76,3,Loyal Customers
C100639,57,4,280838.44,1,At Risk
C100640,161,10,1710372.96,0,Champions
C100641,104,10,1176034.98,0,Champions
C100642,12,7,550044.26,1,At Risk
C100643,110,10,1228052.632,0,Champions
C100644,109,8,711063.99,3,Loyal Customers
C100645,9,14,682980.26,0,Champions
C100646,396,9,919046.392,2,New / Low Engagement
C100647,206,5,558383.29,1,At Risk
C100648,34,12,1210844.26,0,Champions
C100649,193,9,1100106.935,3,Loyal Customers
C100650,23,9,917265.625,3,Loyal Customers
C100651,51,8,1024841.96,3,Loyal Customers
C100652,36,11,642886.98,3,Loyal Customers
C100653,303,5,753791.56,2,New / Low Engagement
C100654,51,14,1481554.5,0,Champions
C100655,399,7,752767.49,2,New / Low Engagement
C100656,54,8,840649.5800000001,3,Loyal Customers
C100657,477,7,865191.16,2,New / Low Engagement
C100658,175,8,1195091.01,3,Loyal Customers
C100659,49,4,534874.06,1,At Risk
C100660,195,7,1243452.866,3,Loyal Customers
C100661,9,6,306603.45,1,At Risk
C100662,61,5,625167.39,1,At Risk
C100663,261,4,287976.16000000003,1,At Risk
C100664,167,12,953486.2,0,Champions
C100665,26,12,1124502.41,0,Champions
C100666,129,11,1101038.95,0,Champions
C100667,263,9,1130500.79,3,Loyal Customers
C100668,187,5,485654.52,1,At Risk
C100669,81,6,361906.75,1,At Risk
C100670,49,7,896775.24,3,Loyal Customers
C100671,44,12,1055610.07,0,Champions
C100672,55,8,875364.68,3,Loyal Customers
C100673,8,7,666122.03,3,Loyal Customers
C100674,158,3,485372.81,1,At Risk
C100675,113,12,1237682.2,0,Champions
C100676,16,7,1247449.48,3,Loyal Customers
C100677,127,9,749540.71,3,Loyal Customers
C100678,52,6,561958.69,1,At Risk
C100679,4,8,616842.98,3,Loyal Customers
C100680,42,10,1066972.63,0,Champions
C100681,37,9,644266.86,3,Loyal Customers
C100682,104,9,985048.53,3,Loyal Customers
C100683,111,8,1280612.8399999999,3,Loyal Customers
C100684,83,2,127448.48999999999,1,At Risk
C100685,340,6,455711.88,2,New / Low Engagement
C100686,72,8,1019940.35,3,Loyal Customers
C100687,76,5,727461.24,1,At Risk
C100688,4,10,774523.13,3,Loyal Customers
C100689,29,6,379905.69999999995,1,At Risk
C100690,403,4,463285.06000000006,2,New / Low Engagement
C100691,178,6,742720.36,1,At Risk
C100692,139,9,1035886.9099999999,3,Loyal Customers
C100693,72,7,536245.83,1,At Risk
C100694,315,8,908814.9375,3,Loyal Customers
C100695,35,10,1259528.35,0,Champions
C100696,176,9,668387.59,3,Loyal Customers
C100697,109,10,786261.19,3,Loyal Customers
C100698,125,6,655241.85,1,At Risk
C100699,19,8,637630.21,3,Loyal Customers
C100700,11,6,773080.91,3,Loyal Customers
C100701,84,6,759188.9199999999,1,At Risk
C100702,52,10,963896.99,3,Loyal Customers
C100703,223,5,349996.38,1,At Risk
C100704,78,7,437188.9,1,At Risk
C100705,151,6,824889.33,3,Loyal Customers
C100706,37,7,816912.14,3,Loyal Customers
C100707,244,5,510005.60000000003,1,At Risk
C100708,249,4,437703.32999999996,1,At Risk
C100709,148,8,837213.87,3,Loyal Customers
C100710,229,6,943176.1699999999,3,Loyal Customers
C100711,740,6,882940.54,2,New / Low Engagement
C100712,167,7,1124551.27,3,Loyal Customers
C100713,358,3,197041.89,2,New / Low Engagement
C100714,199,9,907677.68,3,Loyal Customers
C100715,177,7,640623.0700000001,3,Loyal Customers
C100716,180,9,1166805.045,3,Loyal Customers
C100717,79,9,1001146.3949999999,3,Loyal Customers
C100718,514,5,505937.94,2,New / Low Engagement
C100719,177,6,949990.3899999999,3,Loyal Customers
C100720,14,8,857498.95,3,Loyal Customers
C100721,108,15,1458402.1199999999,0,Champions
C100722,98,14,1327354.83,0,Champions
C100723,217,7,757927.0,3,Loyal Customers
C100724,73,12,918447.79,0,Champions
C100725,32,11,504910.37,3,Loyal Customers
C100726,30,7,601194.95,1,At Risk
C100727,30,6,612399.23,1,At Risk
C100728,180,4,157224.78999999998,1,At Risk
C100729,106,7,501944.87,1,At Risk
C100730,65,6,395696.42,1,At Risk
C100731,18,6,602153.0,1,At Risk
C100732,4,6,1001177.442,3,Loyal Customers
C100733,20,9,1825328.1300000001,0,Champions
C100734,25,14,1790206.78,0,Champions
C100735,156,5,600932.19,1,At Risk
C100736,20,8,906143.69,3,Loyal Customers
C100737,90,4,284625.93,1,At Risk
C100738,29,9,761808.65,3,Loyal Customers
C100739,21,7,712902.4,3,Loyal Customers
C100740,409,7,508329.06,2,New / Low Engagement
C100741,44,7,1041380.26,3,Loyal Customers
C100742,83,5,631978.67,1,At Risk
C100743,231,8,507414.69,3,Loyal Customers
C100744,31,13,2099683.07,0,Champions
C100745,208,9,1191796.8699999999,3,Loyal Customers
C100746,126,8,744823.81,3,Loyal Customers
C100747,368,7,489792.65,2,New / Low Engagement
C100748,35,11,1308934.07,0,Champions
C100749,243,4,436073.52,1,At Risk
C100750,177,7,745220.36,3,Loyal Customers
C100751,11,8,703749.96,3,Loyal Customers
C100752,309,7,791046.8425,2,New / Low Engagement
C100753,302,6,613740.78,2,New / Low Engagement
C100754,12,6,913029.38,3,Loyal Customers
C100755,171,10,842972.58,3,Loyal Customers
C100756,44,8,590458.03,3,Loyal Customers
C100757,83,6,1004826.9,3,Loyal Customers
C100758,21,6,422793.91000000003,1,At Risk
C100759,186,6,824073.74,3,Loyal Customers
C100760,141,6,1045282.58,3,Loyal Customers
C100761,49,9,855664.01,3,Loyal Customers
C100762,273,9,1238126.51,3,Loyal Customers
C100763,89,8,709706.25,3,Loyal Customers
C100764,25,11,997188.126,0,Champions
C100765,236,8,826254.11,3,Loyal Customers
C100766,247,12,1705311.47,0,Champions
C100767,206,6,882329.42,3,Loyal Customers
C100768,128,11,1383625.77,0,Champions
C100769,72,9,1350695.56,0,Champions
C100770,117,10,1419300.27,0,Champions
C100771,205,8,552806.27,3,Loyal Customers
C100772,214,8,644148.73,3,Loyal Customers
C100773,43,5,465718.24,1,At Risk
C100774,228,5,476467.97,1,At Risk
C100775,515,3,221614.66,2,New / Low Engagement
C100776,111,4,219038.33000000002,1,At Risk
C100777,39,5,561059.22,1,At Risk
C100778,37,12,1906570.29,0,Champions
C100779,60,8,680017.79,3,Loyal Customers
C100780,229,4,168886.02,1,At Risk
C100781,653,5,402113.41000000003,2,New / Low Engagement
C100782,177,9,968792.6599999999,3,Loyal Customers
C100783,10,11,1039873.6399999999,0,Champions
C100784,463,3,524541.7,2,New / Low Engagement
C100785,251,13,1123385.73,0,Champions
C100786,21,16,1738018.8360000001,0,Champions
C100787,253,5,405383.47,1,At Risk
C100788,92,4,214432.5,1,At Risk
C100789,9,5,420280.11,1,At Risk
C100790,202,4,311537.91,1,At Risk
C100791,152,7,977915.04,3,Loyal Customers
C100792,56,3,524871.07,1,At Risk
C100793,7,6,557039.2,1,At Risk
C100794,3,7,1307230.82,3,Loyal Customers
C100795,207,6,564088.4500000001,1,At Risk
C100796,42,6,382094.76,1,At Risk
C100797,166,5,762748.5700000001,1,At Risk
C100798,95,9,901543.6599999999,3,Loyal Customers
C100799,123,7,403364.58,1,At Risk
C100800,578,3,186953.16,2,New / Low Engagement
C100801,304,7,721389.19,2,New / Low Engagement
C100802,162,6,658812.82,1,At Risk
C100803,391,3,224740.37,2,New / Low Engagement
C100804,126,6,563466.91,1,At Risk
C100805,9,9,872973.62,3,Loyal Customers
C100806,294,7,798090.68,3,Loyal Customers
C100807,100,6,744002.74,1,At Risk
C100808,23,7,721081.39,3,Loyal Customers
C100809,145,1,25962.82,1,At Risk
C100810,116,14,1462430.08,0,Champions
C100811,265,6,410441.05000000005,1,At Risk
C100812,34,3,168983.07,1,At Risk
C100813,384,7,668288.23,2,New / Low Engagement
C100814,22,6,366706.48,1,At Risk
C100815,62,13,1445474.1700000002,0,Champions
C100816,205,8,1008414.3400000001,3,Loyal Customers
C100817,94,3,656335.77,1,At Risk
C100818,390,1,186270.15,2,New / Low Engagement
C100819,91,10,921493.2,3,Loyal Customers
C100820,27,6,566924.03,1,At Risk
C100821,44,5,413651.08999999997,1,At Risk
C100822,121,10,1268053.03,0,Champions
C100823,134,8,1041223.09,3,Loyal Customers
C100824,37,9,1101183.92,3,Loyal Customers
C100825,21,5,418709.58999999997,1,At Risk
C100826,3,6,645927.02,1,At Risk
C100827,70,12,796293.66,3,Loyal Customers
C100828,18,9,1075900.13,3,Loyal Customers
C100829,71,11,1239330.74,0,Champions
C100830,128,7,803645.78,3,Loyal Customers
C100831,73,7,781303.35,3,Loyal Customers
C100832,15,6,520742.66000000003,1,At Risk
C100833,164,5,710030.15,1,At Risk
C100834,277,2,105320.04000000001,2,New / Low Engagement
C100835,439,9,1022279.75,2,New / Low Engagement
C100836,349,7,339256.94,2,New / Low Engagement
C100837,137,9,743119.15,3,Loyal Customers
C100838,148,10,884445.32,3,Loyal Customers
C100839,94,12,653873.86,3,Loyal Customers
C100840,571,5,553873.17,2,New / Low Engagement
C100841,2,6,514905.18,1,At Risk
C100842,94,5,166263.524,1,At Risk
C100843,10,13,1236729.6225,0,Champions
C100845,172,10,1213387.1300000001,0,Champions
C100846,65,5,886728.28,1,At Risk
C100847,13,8,945512.858,3,Loyal Customers
C100848,52,10,601995.73,3,Loyal Customers
C100849,156,5,131693.11,1,At Risk
C100850,324,5,232942.61,2,New / Low Engagement
C100851,107,8,504620.32,3,Loyal Customers
C100852,263,8,1166375.98,3,Loyal Customers
C100853,121,13,1288670.68,0,Champions
C100854,60,5,864845.1799999999,1,At Risk
C100855,247,5,456344.4,1,At Risk
C100856,33,6,797044.05,3,Loyal Customers
C100857,54,10,883332.34,3,Loyal Customers
C100858,174,9,573617.67,3,Loyal Customers
C100859,169,6,686126.7100000001,1,At Risk
C100860,446,7,502111.68,2,New / Low Engagement
C100861,56,9,613848.4400000001,3,Loyal Customers
C100862,33,5,495400.20999999996,1,At Risk
C100863,71,8,991782.28,3,Loyal Customers
C100864,25,14,1213795.1199999999,0,Champions
C100865,54,9,864007.59,3,Loyal Customers
C100866,10,5,450034.22,1,At Risk
C100867,47,10,757506.26,3,Loyal Customers
C100868,255,5,250913.0,1,At Risk
C100869,185,7,344198.43000000005,1,At Risk
C100870,91,11,1479939.3499999999,0,Champions
C100871,183,1,31272.08,1,At Risk
C100872,52,8,1095531.23,3,Loyal Customers
C100873,246,7,487333.32,1,At Risk
C100874,72,9,1267505.9000000001,0,Champions
C100875,39,4,554205.83,1,At Risk
C100876,372,7,567028.3200000001,2,New / Low Engagement
C100877,97,11,1498057.62,0,Champions
C100878,272,6,820229.77,3,Loyal Customers
C100879,96,8,767501.53,3,Loyal Customers
C100880,405,9,955024.4400000001,2,New / Low Engagement
C100881,49,7,472809.27,1,At Risk
C100882,240,9,1296353.0,0,Champions
C100883,175,6,880340.45,3,Loyal Customers
C100884,24,6,415428.99,1,At Risk
C100885,300,8,752750.768,3,Loyal Customers
C100886,109,3,356195.27,1,At Risk
C100887,37,11,1151798.37,0,Champions
C100888,152,4,687990.95,1,At Risk
C100889,48,5,224496.05,1,At Risk
C100890,4,7,778102.8570000001,3,Loyal Customers
C100891,48,4,563353.4199999999,1,At Risk
C100892,222,6,575958.82,1,At Risk
C100893,67,9,667197.89,3,Loyal Customers
C100894,152,11,1212060.99,0,Champions
C100895,21,5,300509.73,1,At Risk
C100896,11,3,333643.83,1,At Risk
C100897,122,3,205974.28999999998,1,At Risk
C100898,92,10,882272.8,3,Loyal Customers
C100899,31,9,557430.29,3,Loyal Customers
C100900,42,5,419158.29,1,At Risk
C100901,19,10,694714.1444999999,3,Loyal Customers
C100902,296,7,828485.66,3,Loyal Customers
C100903,157,4,295580.49,1,At Risk
C100904,83,7,1244327.1700000002,3,Loyal Customers
C100905,44,13,1605065.61,0,Champions
C100906,217,12,593253.0,3,Loyal Customers
C100907,454,6,254241.76,2,New / Low Engagement
C100908,161,3,277530.88,1,At Risk
C100909,173,6,340103.68,1,At Risk
C100910,82,6,452774.67,1,At Risk
C100911,178,8,814816.13,3,Loyal Customers
C100912,136,7,1351475.5,3,Loyal Customers
C100913,113,8,604251.81,3,Loyal Customers
C100914,310,8,712949.76,3,Loyal Customers
C100915,31,10,968462.23,3,Loyal Customers
C100916,96,9,1354666.05,0,Champions
C100917,418,6,724058.89,2,New / Low Engagement
C100918,49,14,1271500.47,0,Champions
C100919,3,5,723777.69,1,At Risk
C100920,66,8,755388.87,3,Loyal Customers
C100921,48,12,845609.07,0,Champions
C100922,11,11,975119.61,0,Champions
C100923,58,8,813821.36,3,Loyal Customers
C100924,172,9,818414.76,3,Loyal Customers
C100925,4,6,504575.63,1,At Risk
C100926,4,7,371853.85,1,At Risk
C100927,199,11,694557.57,3,Loyal Customers
C100928,385,5,816076.66,2,New / Low Engagement
C100929,255,6,344484.25,1,At Risk
C100930,250,6,629855.23,1,At Risk
C100931,10,9,675300.03,3,Loyal Customers
C100932,57,5,375415.15,1,At Risk
C100933,135,8,848182.32,3,Loyal Customers
C100934,102,9,1351708.12,0,Champions
C100935,326,6,568088.3200000001,2,New / Low Engagement
C100936,613,6,894239.85,2,New / Low Engagement
C100937,44,10,1115861.51,0,Champions
C100938,84,10,1022617.1,3,Loyal Customers
C100939,8,8,706774.1699999999,3,Loyal Customers
C100940,83,8,1157539.25,3,Loyal Customers
C100941,248,9,1234804.9100000001,3,Loyal Customers
C100942,156,7,412195.54,1,At Risk
C100943,180,6,296453.61,1,At Risk
C100944,207,3,111030.76000000001,1,At Risk
C100945,26,10,1196316.3050000002,0,Champions
C100946,247,12,1227937.61,0,Champions
C100947,456,2,109719.15,2,New / Low Engagement
C100948,1,13,1501861.88,0,Champions
C100949,227,1,129414.3,1,At Risk
C100950,144,9,732262.83,3,Loyal Customers
C100951,239,6,506142.18,1,At Risk
C100952,401,10,1273785.22,0,Champions
C100953,711,3,267554.93,2,New / Low Engagement
C100954,116,5,921576.7000000001,3,Loyal Customers
C100955,57,4,492519.55,1,At Risk
C100956,100,10,684428.1,3,Loyal Customers
C100957,45,13,1221534.56,0,Champions
C100958,279,7,725932.1100000001,3,Loyal Customers
C100959,42,8,822524.72,3,Loyal Customers
C100960,320,7,893080.04,2,New / Low Engagement
C100961,49,6,548912.31,1,At Risk
C100962,179,7,1040836.91,3,Loyal Customers
C100963,44,2,66844.45,1,At Risk
C100964,84,5,682258.4,1,At Risk
C100965,478,6,911859.59,2,New / Low Engagement
C100966,40,9,842414.76,3,Loyal Customers
C100967,22,5,819711.9099999999,1,At Risk
C100968,181,8,647487.47,3,Loyal Customers
C100969,225,9,954202.478,3,Loyal Customers
C100970,82,5,254430.25999999998,1,At Risk
C100971,24,5,655613.26,1,At Risk
C100972,365,3,130490.38999999998,2,New / Low Engagement
C100973,129,5,451498.27999999997,1,At Risk
C100974,188,7,237216.01,1,At Risk
C100975,337,7,342657.11,2,New / Low Engagement
C100976,42,4,279552.74,1,At Risk
C100977,64,6,675023.56,1,At Risk
C100978,101,13,1569408.8699999999,0,Champions
C100979,121,9,1278196.29,0,Champions
C100980,411,3,551416.56,2,New / Low Engagement
C100981,300,4,264160.64,2,New / Low Engagement
C100982,9,7,609028.51,1,At Risk
C100983,114,10,737270.121,3,Loyal Customers
C100984,18,9,590546.98,3,Loyal Customers
C100985,177,5,430342.38,1,At Risk
C100986,129,6,335515.88,1,At Risk
C100987,224,10,1265827.67,0,Champions
C100988,133,9,372090.88,3,Loyal Customers
C100989,92,9,1374597.95,0,Champions
C100990,112,10,969248.24,3,Loyal Customers
C100991,52,14,1367541.72,0,Champions
C100992,62,9,683709.31,3,Loyal Customers
C100993,25,9,1176016.1400000001,3,Loyal Customers
C100994,4,7,930414.71,3,Loyal Customers
C100995,114,10,811932.58,3,Loyal Customers
C100996,78,6,660137.8099999999,1,At Risk
C100997,356,4,561301.11,2,New / Low Engagement
C100998,206,5,562276.44,1,At Risk
C100999,198,8,1280531.6655000001,3,Loyal Customers
C101000,269,9,1079239.17,3,Loyal Customers
C101001,281,4,497594.22,2,New / Low Engagement
C101002,50,4,699976.76,1,At Risk
C101003,4,5,330241.97,1,At Risk
C101004,92,11,997609.48,0,Champions
C101005,122,10,1341971.73,0,Champions
C101006,307,4,515768.57,2,New / Low Engagement
C101007,63,6,627696.58,1,At Risk
C101008,161,5,416133.75,1,At Risk
C101009,268,5,678103.83,1,At Risk
C101010,42,9,1166306.99,3,Loyal Customers
C101011,118,4,500861.34,1,At Risk
C101012,104,5,449180.42,1,At Risk
C101013,88,7,549700.63,1,At Risk
C101014,173,8,909320.09,3,Loyal Customers
C101015,432,3,105457.87,2,New / Low Engagement
C101016,129,10,811061.98,3,Loyal Customers
C101017,118,4,453684.29,1,At Risk
C101018,81,8,660898.09,3,Loyal Customers
C101019,55,7,626973.98,3,Loyal Customers
C101020,25,6,551986.75,1,At Risk
C101021,384,6,938273.98,2,New / Low Engagement
C101022,46,6,555554.3200000001,1,At Risk
C101023,224,12,1184281.775,0,Champions
C101024,71,7,1064383.3699999999,3,Loyal Customers
C101025,27,6,203477.12,1,At Risk
C101026,125,4,201298.75,1,At Risk
C101027,13,5,354951.49,1,At Risk
C101028,63,7,1039730.12,3,Loyal Customers
C101029,38,3,250791.77,1,At Risk
C101030,14,5,251491.03999999998,1,At Risk
C101031,167,8,631728.2,3,Loyal Customers
C101032,694,3,790746.54,2,New / Low Engagement
C101033,211,11,925034.66,3,Loyal Customers
C101034,13,9,838412.4500000001,3,Loyal Customers
C101035,30,9,717762.98,3,Loyal Customers
C101036,66,4,550937.33,1,At Risk
C101037,30,9,925122.3,3,Loyal Customers
C101038,246,8,515304.0,3,Loyal Customers
C101039,173,4,536236.21,1,At Risk
C101040,297,3,107486.22,2,New / Low Engagement
C101041,76,12,822464.31,3,Loyal Customers
C101042,518,6,725543.3400000001,2,New / Low Engagement
C101043,113,6,908803.03,3,Loyal Customers
C101044,130,13,1329471.96,0,Champions
C101045,244,5,552621.29,1,At Risk
C101046,356,10,869654.7470000001,3,Loyal Customers
C101047,45,12,1194830.403,0,Champions
C101048,119,9,930305.0700000001,3,Loyal Customers
C101049,128,6,330987.82,1,At Risk
C101050,121,9,598633.23,3,Loyal Customers
C101051,3,8,1291606.3,3,Loyal Customers
C101052,64,4,331297.64999999997,1,At Risk
C101053,17,7,949286.87,3,Loyal Customers
C101054,89,4,418617.06,1,At Risk
C101055,149,9,759049.01,3,Loyal Customers
C101056,59,9,1078773.25,3,Loyal Customers
C101057,161,7,738181.3,3,Loyal Customers
C101058,16,10,935189.83,3,Loyal Customers
C101059,16,3,126864.07999999999,1,At Risk
C101060,107,6,965591.36,3,Loyal Customers
C101061,38,8,850697.04,3,Loyal Customers
C101062,20,11,1260259.18,0,Champions
C101063,387,6,755319.18,2,New / Low Engagement
C101064,123,5,337337.69,1,At Risk
C101065,99,6,707355.39,1,At Risk
C101066,356,6,564538.29,2,New / Low Engagement
C101067,165,10,1102099.337,0,Champions
C101068,88,6,468337.26,1,At Risk
C101069,5,7,856197.6,3,Loyal Customers
C101070,82,4,206855.47,1,At Risk
C101071,47,8,1184992.99,3,Loyal Customers
C101072,498,7,415058.01,2,New / Low Engagement
C101073,281,13,1240139.93,0,Champions
C101074,46,12,893453.949,0,Champions
C101075,2,10,733173.19,3,Loyal Customers
C101076,273,8,1227717.1400000001,3,Loyal Customers
C101077,467,5,624320.96,2,New / Low Engagement
C101078,43,9,1081016.38,3,Loyal Customers
C101079,123,10,939822.78,3,Loyal Customers
C101080,43,8,883902.03,3,Loyal Customers
C101081,65,10,1081338.49,0,Champions
C101082,196,5,324641.23,1,At Risk
C101083,98,10,802043.08,3,Loyal Customers
C101084,148,6,599437.99,1,At Risk
C101085,229,6,788365.62,3,Loyal Customers
C101086,132,6,556566.11,1,At Risk
C101087,162,10,1004230.99,3,Loyal Customers
C101088,6,11,846251.24,3,Loyal Customers
C101089,55,6,1347599.55,3,Loyal Customers
C101090,129,2,388229.99,1,At Risk
C101091,108,7,640686.5900000001,3,Loyal Customers
C101092,55,10,655585.19,3,Loyal Customers
C101093,85,5,500474.43,1,At Risk
C101094,202,9,1200934.98,3,Loyal Customers
C101095,636,5,758806.13,2,New / Low Engagement
C101096,6,6,852447.92,3,Loyal Customers
C101097,149,7,815764.67,3,Loyal Customers
C101098,61,7,834026.77,3,Loyal Customers
C101099,29,7,560024.74,1,At Risk
C101100,17,6,734398.72,1,At Risk
C101101,193,3,480142.64,1,At Risk
C101102,71,13,1289591.2,0,Champions
C101103,260,6,310257.176,1,At Risk
C101104,135,7,791959.12,3,Loyal Customers
C101105,115,2,311003.62,1,At Risk
C101106,181,10,1201896.29,0,Champions
C101107,262,8,446596.36,1,At Risk
C101108,426,7,442094.1699999999,2,New / Low Engagement
C101109,412,3,411526.33,2,New / Low Engagement
C101110,107,5,157038.97,1,At Risk
C101111,437,6,461246.7,2,New / Low Engagement
C101112,23,7,758284.59,3,Loyal Customers
C101113,66,6,346927.83,1,At Risk
